numberOfPeople,numberOfChildren,squareMeters,homeType,ELECTRIC_VEHICLE,TV,DISH_WASHER,ELECTRIC_HEATING,SAUNA,CABLE_BOX,COFFEE_MACHINE,TUMBLE_DRYER,FREEZER,HOB,WASHING_MACHINE,GAME_CONSOLE,REFRIGERATOR,TOASTER,HOME_BATTERY,MICROWAVE,IRON,GRILL,COMPUTER,OVEN,ELECTRIC_SHOWER,KETTLE,energy
2.0,0.0,120.0,0,1,3,1,0,0,3,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,925.7317279340914
1.0,0.0,60.0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,166.3071159330222
4.0,2.0,150.0,0,0,4,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,3,1,0,1137.7365535667832
4.0,0.0,180.0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1340.5449305344346
4.0,2.0,220.0,0,0,1,1,0,1,2,0,1,1,1,1,1,1,1,1,0,0,0,1,2,1,0,1267.2758878749214
2.0,0.0,74.0,1,0,2,1,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1,1,0,681.1126837652249
2.0,0.0,80.0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,329.8614835991057
2.0,0.0,110.0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,959.79967728862
2.0,0.0,116.0,0,0,3,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,2,1,0,649.0816162398725
2.0,0.0,160.0,0,1,3,1,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,0,471.7683868008788
2.0,0.0,105.0,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0,882.25412221482
2.0,0.0,58.0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,680.7571860948
1.0,0.0,64.0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,256.71133683191994
4.0,2.0,90.0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1,0,498.03036388208574
3.0,1.0,130.0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,763.7273396112518
4.0,2.0,73.0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1467.6954400539598
4.0,2.0,160.0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,2,1,0,1031.4847952041898
3.0,1.0,100.0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,866.8942143248538
4.0,2.0,247.0,0,0,4,1,0,0,1,2,1,0,1,1,1,1,1,0,1,1,0,1,2,1,0,2302.3300971633503
4.0,2.0,160.0,0,0,4,1,0,0,0,1,1,1,1,1,2,1,0,0,1,1,0,1,1,1,0,1041.4109659746723
3.0,0.0,133.0,1,0,3,1,0,0,2,2,1,0,1,1,1,0,1,0,1,2,0,1,3,1,0,568.208445335125
4.0,2.0,125.0,1,1,2,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,699.1914618381342
1.0,0.0,45.0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,285.13336692252
2.0,0.0,136.0,1,0,2,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,3,1,0,389.612323411695
4.0,2.0,200.0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,3,1,1,2253.6199946540505
1.0,0.0,109.48771266540643,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,462.58334120944
1.0,0.0,52.0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,342.21717808770006
4.0,2.0,150.0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,539.8705309378114
2.0,0.0,180.0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,1328.93886463589
2.0,0.0,60.0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,670.0983503608578
2.0,0.0,65.0,1,0,2,1,0,0,2,1,0,1,1,1,0,0,1,0,0,1,0,1,2,1,0,846.9821591404447
4.0,3.0,86.0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,4,1,0,1486.266446636513
2.0,0.0,300.0,0,1,2,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1068.4713683471914
4.0,2.0,160.0,0,0,3,1,0,0,1,1,1,1,1,1,2,2,1,0,1,1,0,1,3,1,0,902.5875561295718
4.0,2.0,105.0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,359.2287908926138
2.0,0.0,75.0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,232.15080430898823
2.0,0.0,98.0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,691.03259215684
4.0,2.0,100.0,0,0,5,1,0,0,2,1,1,1,1,1,1,1,1,0,1,0,0,1,3,1,0,783.3415772970086
2.0,0.0,75.0,1,0,2,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,523.5491825232087
2.0,0.0,97.0,1,0,3,1,0,0,0,1,1,0,1,1,3,1,1,0,1,0,0,1,1,1,0,384.4108633189899
3.0,1.0,92.0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,584.5911554969708
4.0,1.0,175.0,0,0,3,1,0,0,2,1,1,1,1,1,2,1,1,0,1,1,0,1,3,1,1,1821.1650245721
2.0,0.0,120.0,1,0,2,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1019.6706719402516
5.0,3.0,155.0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,2,1,0,744.2761342072854
4.0,2.0,85.0,1,0,4,1,0,0,0,1,0,0,1,1,7,0,1,0,1,1,1,1,5,1,0,1388.8480485416596
3.0,0.0,120.0,0,0,3,1,0,0,2,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,0,617.0031924894749
2.0,0.0,160.0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,990.2432891801144
3.0,1.0,109.48771266540643,0,0,2,1,0,0,0,1,0,0,1,1,2,0,1,0,1,1,1,1,2,1,0,748.59974616778
2.0,0.0,80.0,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,754.6605781331399
2.0,0.0,91.0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1647.7384101258615
2.0,0.0,67.0,1,0,2,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,647.5190813056696
1.0,0.0,75.0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,571.8113097614655
5.0,1.0,180.0,1,0,3,1,0,0,2,3,1,0,2,2,1,3,2,0,2,1,1,2,2,2,0,1722.41824229924
1.0,0.0,65.0,1,0,2,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,0,699.2374121600907
4.0,2.0,115.0,0,0,2,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,2,1,1,849.1602211635427
1.0,0.0,55.0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,1,1,580.9656812286943
4.0,2.0,91.0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,736.47312627835
2.0,0.0,120.0,1,0,2,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,3,1,0,1097.7053136501208
2.0,0.0,100.0,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,796.0700602893231
2.0,0.0,95.0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,2,1,0,402.9718316892168
1.0,0.0,89.0,1,0,2,1,0,0,2,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1506.2976490255714
2.0,0.0,125.0,0,0,2,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,495.8267260673077
2.0,0.0,80.0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,340.6830057763971
2.0,0.0,89.0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,4,1,0,444.0331616889
4.0,2.0,116.0,1,0,2,1,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,0,1094.830482333267
1.0,0.0,43.0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,386.8568631566379
2.0,0.0,60.0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,753.6941982950251
4.0,2.0,123.0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,883.7224055316965
1.0,0.0,45.0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,396.4379600283584
5.0,3.0,148.0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,737.9282746265894
1.0,0.0,58.0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,202.8220328655
2.0,0.0,150.0,0,0,1,1,0,1,1,1,1,2,1,1,0,2,1,0,1,1,0,1,5,1,0,766.0286641660178
4.0,2.0,168.0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,3,1,0,898.7772155973087
2.0,0.0,78.0,1,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,785.522596147183
5.0,3.0,180.0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1148.821605166625
2.0,0.0,125.0,0,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,0,707.3251500179275
5.0,3.0,160.0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1066.6277493999555
4.0,0.0,100.0,0,0,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,0,1300.572101358
4.0,2.0,155.0,0,0,1,1,0,0,0,1,0,2,1,1,1,2,1,0,1,1,0,1,3,1,0,708.5467960647965
2.0,0.0,84.0,1,0,2,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,3,1,0,641.0584797310137
4.0,2.0,140.0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,305.68977540785176
3.0,1.0,45.0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1,2,1,0,1124.768704180172
4.0,2.0,165.0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,856.2279550534138
2.0,0.0,200.0,0,1,2,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,4,1,0,1570.659906152349
4.0,2.0,80.0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,734.6308976051142
3.0,1.0,100.0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,2,0,0,0,0,1,1,1,0,1187.1105848531502
4.0,2.0,89.0,1,0,3,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1082.7921127576
2.0,0.0,94.0,1,0,1,1,0,0,0,1,0,0,1,1,2,1,1,0,1,1,0,1,1,1,0,551.1683705133343
2.0,0.0,80.0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,387.8024344358904
6.0,1.0,200.0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1791.6958975024163
2.0,0.0,100.0,0,0,4,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,2,1,0,1257.9184331031363
4.0,1.0,120.0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1765.026354011606
1.0,0.0,109.48771266540643,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,970.311175467329
2.0,0.0,104.0,0,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,474.60542394546
4.0,2.0,110.0,0,0,3,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,2,1,1,841.5900526403636
1.0,0.0,109.0,1,0,3,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,618.6210166033889
5.0,3.0,183.0,1,4,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,464.5645639047913
3.0,1.0,130.0,0,0,4,1,2,0,3,1,0,0,1,1,5,0,1,0,1,1,0,1,2,1,0,1218.903878964206
5.0,3.0,110.0,0,0,4,1,0,0,3,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,987.81291986069
4.0,2.0,100.0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,796.2842079566068
4.0,2.0,178.0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,749.2493086447078
2.0,0.0,109.48771266540643,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,901.0331778334064
2.0,0.0,125.0,1,0,4,1,0,0,2,1,1,1,1,1,1,1,1,0,0,1,0,1,4,1,0,765.42352027221
5.0,3.0,140.0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,771.6367849372353
3.0,2.0,177.0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,832.1233129252286
2.0,0.0,110.0,1,0,2,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,3,0,0,648.0176565202501
2.0,1.0,66.0,1,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,766.0453670092934
2.0,0.0,150.0,0,0,2,1,0,0,1,1,0,2,1,1,0,2,1,0,1,1,0,1,1,1,0,779.6352238771999
2.0,1.0,70.0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1029.3607365127689
5.0,0.0,210.0,0,0,2,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,2,1,0,1649.3844215194554
2.0,0.0,150.0,0,0,3,1,0,0,2,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1033.4713337223502
2.0,0.0,70.0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,642.2958716045465
1.0,0.0,48.0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,305.82221104408507
1.0,0.0,51.0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,337.5213077214274
1.0,0.0,65.0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,420.9258359768735
1.0,0.0,76.0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,438.78883983128566
2.0,0.0,100.0,1,0,2,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,794.3987881663038
4.0,2.0,104.0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1073.839107185417
2.0,0.0,72.0,1,0,1,1,0,0,0,1,1,1,1,1,2,0,1,0,1,1,0,1,2,1,1,1078.6032164625942
4.0,2.0,167.0,0,0,3,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,0,650.5904711608223
3.0,1.0,129.0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,797.6887383080908
5.0,2.0,150.0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1413.2010487206603
4.0,2.0,160.0,0,1,4,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,2532.1938613130915
1.0,0.0,68.0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,786.4040731776772
2.0,0.0,90.0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,0,939.9265927945384
3.0,1.0,92.0,1,0,1,1,0,0,0,1,0,0,1,1,2,0,1,0,1,0,1,1,0,1,0,638.4405051374894
2.0,0.0,84.0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,445.8937773235363
1.0,0.0,81.0,1,0,13,1,0,0,6,7,0,3,9,5,0,4,12,0,11,10,0,0,8,2,1,488.0147888845607
3.0,1.0,180.0,0,0,3,1,1,0,0,0,0,2,1,1,0,0,0,0,1,1,1,1,0,1,0,983.6015862214758
5.0,3.0,135.0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,921.4713812542548
4.0,1.0,90.0,1,0,4,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1087.36145350134
2.0,0.0,75.0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,716.8405946640208
2.0,1.0,130.0,0,0,3,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,719.710894658927
3.0,1.0,240.0,0,0,1,1,0,0,0,0,0,1,1,1,0,2,1,0,1,1,0,1,1,1,0,1208.494363450783
2.0,0.0,117.0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,423.34840884871767
2.0,0.0,83.0,1,0,2,1,0,0,2,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,0,498.7774477618555
2.0,0.0,120.0,1,0,2,1,0,0,1,1,1,1,1,1,0,2,1,0,1,1,0,1,1,1,1,918.2058347429464
3.0,1.0,144.0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,432.3860523069413
2.0,1.0,76.0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,1,1,1,0,637.8501674802088
4.0,2.0,100.0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,2,1,0,620.7384504172002
4.0,2.0,90.0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,432.5081906537
2.0,0.0,75.0,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1109.5769695815654
1.0,0.0,63.0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,233.80870757723216
1.0,0.0,55.0,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,521.1307243919572
2.0,0.0,97.0,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,484.6025723085857
8.0,0.0,170.0,0,0,10,3,1,0,2,9,2,0,9,2,0,8,9,1,9,0,0,9,0,1,0,1483.911021186174
2.0,0.0,120.0,0,0,2,1,0,1,1,1,1,1,1,1,0,2,1,0,0,1,0,1,1,1,0,429.1325174797969
3.0,1.0,180.0,0,0,1,1,0,0,2,1,1,1,1,2,1,0,1,0,1,1,0,1,1,1,0,1118.3551516452449
2.0,0.0,88.0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,485.5550053887201
1.0,0.0,50.0,1,0,1,1,0,0,1,1,0,1,1,1,0,2,1,0,0,1,0,0,1,1,0,601.3158672276908
3.0,0.0,100.0,1,1,2,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,2,1,0,877.290653115631
3.0,1.0,109.48771266540643,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,970.9944849506574
5.0,2.0,200.0,0,0,2,1,0,0,2,0,1,0,1,1,0,1,1,0,1,1,0,1,2,1,0,728.8557909484456
1.0,0.0,59.0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,249.82526015389652
2.0,0.0,82.0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,689.6332063202742
4.0,2.0,140.0,0,1,4,1,0,0,0,1,1,0,1,1,2,1,1,0,1,1,0,1,3,1,0,1176.3221212402173
4.0,0.0,109.48771266540643,1,1,4,1,0,1,0,2,0,1,1,1,2,0,1,0,1,1,0,1,1,1,0,1388.5485876603932
2.0,0.0,100.0,0,0,3,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,0,764.8165731834
3.0,2.0,73.0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1,3,1,0,574.3002473952097
2.0,0.0,72.0,1,0,1,1,1,0,1,1,1,1,1,1,2,1,1,0,1,1,0,1,1,1,1,1500.3923716551512
2.0,0.0,60.0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0,374.6806851666291
2.0,0.0,79.0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,530.6838337865482
2.0,0.0,160.0,0,0,2,1,0,0,1,1,1,1,1,1,2,0,1,0,1,1,0,1,3,1,0,1029.428389608068
2.0,0.0,73.0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,967.0044730970336
4.0,2.0,125.0,0,0,2,1,0,0,0,1,1,1,1,2,1,1,1,0,1,1,0,1,1,1,0,928.60873064509
4.0,2.0,150.0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,970.0423928022682
2.0,0.0,140.0,0,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,2,0,956.5034593700368
2.0,0.0,150.0,0,0,2,1,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,0,710.7426106153355
1.0,0.0,55.0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,670.4834848877379
4.0,2.0,162.0,0,0,3,1,0,0,2,1,1,0,1,1,2,0,1,0,1,1,0,1,1,1,0,1354.9748009129485
2.0,0.0,65.0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,2,1,1,719.2654693698312
2.0,0.0,81.0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,393.18964467575
2.0,0.0,190.0,1,0,4,1,0,0,3,1,1,2,3,2,0,3,2,0,1,1,0,2,2,2,0,1149.5350136410736
2.0,0.0,107.0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,540.7072693568501
4.0,2.0,75.0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,496.6223702655599
3.0,1.0,110.0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1292.1136927582552
4.0,0.0,80.0,1,0,3,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,2,1,0,941.2216405640228
1.0,0.0,45.0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,299.3490456847963
2.0,0.0,48.0,1,0,2,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,2,1,0,684.014431843663
3.0,1.0,140.0,0,0,2,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,2,1,0,1194.3411898668414
1.0,0.0,109.48771266540643,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,179.66425948107002
5.0,2.0,120.0,0,1,2,1,0,0,1,1,1,1,0,1,1,1,2,0,1,1,0,1,4,1,0,1103.7055113906597
2.0,0.0,125.0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,642.5232187678166
3.0,1.0,100.0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,0,968.210914656523
2.0,0.0,109.48771266540643,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,361.7721474661371
3.0,0.0,75.0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,3,1,0,637.4535641038716
